Transportadora;regiao;UF;Cidade;preca;Cep inicial;Cep final;Prazo;Custo
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22783127;22783127;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21235604;21235829;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21235603;21235603;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20541903;20550010;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20540002;20540375;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20540974;20540999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20540970;20540973;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20540376;20540969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20541000;20541380;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20511971;20540001;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20511970;20511970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20511111;20511969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20511100;20511110;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20510381;20511099;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20510061;20510380;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21061671;21061739;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21060150;21061670;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21050525;21050549;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21050211;21050524;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21044020;21044450;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21042226;21042971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21042200;21042225;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21041970;21041973;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21041641;21041969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21040381;21040490;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21040005;21040380;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21032051;21032150;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21032020;21032050;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21049971;21050139;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21049970;21049970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21043901;21044019;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21043900;21043900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21021521;21029999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21021520;21021520;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21010821;21010840;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21010820;21010820;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21833971;21834998;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21833970;21833970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21833331;21833969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21833010;21833330;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21832504;21833009;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21832000;21832503;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21825000;21825000;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21721566;21721999;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21721565;21721565;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21650601;21655009;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21650001;21650600;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21535971;21539999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22791000;22793489;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22790000;22790972;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22785661;22785899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22785000;22785219;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22784000;22784999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22780000;22783126;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21535350;21535970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20560972;20560999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20560900;20560971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20560221;20560899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20560000;20560220;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20551971;20559999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20551000;20551970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20550906;20550999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20550904;20550905;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20550231;20550903;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20550185;20550230;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20541900;20541902;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21072671;21209999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21040972;21040999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21040970;21040971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21010431;21010819;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21010430;21010430;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21044451;21049969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20541381;20541899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21060010;21060149;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21043551;21043899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21043011;21043550;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21380331;21380520;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21380000;21380329;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21370190;21370650;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21072670;21072670;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21062151;21070060;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21062000;21062150;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21061751;21061999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21051416;21060009;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21051240;21051415;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21660671;21665000;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21660000;21660670;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21655781;21655789;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21655780;21655780;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21655771;21655779;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21655010;21655770;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;23094481;23094999;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;23094010;23094480;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21220771;21220810;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21220770;21220770;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21220300;21220300;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20761121;20761380;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20570901;20749999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20570900;20570900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20750371;20750899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20750320;20750370;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21830670;21830720;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21830391;21830669;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22790973;22790999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22785221;22785660;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22785220;22785220;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22783561;22783999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22783560;22783560;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21535142;21535349;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21535000;21535141;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21532681;21534999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21532680;21532680;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21532481;21532679;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21532000;21532480;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21525831;21529999;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21525530;21525830;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21525251;21525529;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21525150;21525250;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21521591;21525149;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21515731;21520000;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21515000;21515730;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21512040;21512360;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21510641;21510970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21510640;21510640;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21032972;21039999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21032900;21032971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21032151;21032899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21032000;21032019;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21361141;21361640;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21361140;21361140;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21341332;21341369;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21341140;21341331;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22241381;22241969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22241040;22241380;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20251580;20260009;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20251120;20251579;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20241451;20249999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20241000;20241450;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20240331;20240999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20240012;20240330;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20231071;20240011;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20231060;20231070;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20230101;20231059;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20230030;20230100;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20230001;20230029;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20230000;20230000;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21050140;21050210;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21041974;21042110;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21041000;21041640;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21040491;21040969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21040000;21040004;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21031971;21031999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21031000;21031970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21030741;21030999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21030000;21030740;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20270136;20270300;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20270134;20270135;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20261971;20270000;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20261900;20261970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20211431;20229999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20211430;20211430;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21381121;21381429;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21311461;21311480;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21311281;21311460;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20271331;20271999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20271230;20271330;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20270972;20271229;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20270970;20270971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20270301;20270969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20270001;20270133;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20261312;20261899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;20261240;20261242;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22420971;22420999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22420970;22420970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22410972;22410999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22410900;22410971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22081061;22211219;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22081040;22081060;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22080071;22080999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22080045;22080070;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21540900;21540900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21351411;21351899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21351405;21351410;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21675661;21675690;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21675170;21675660;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21755531;21755999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21770481;21770999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21770370;21770480;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21380330;21380330;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21741242;21744999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21741020;21741241;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21341461;21341540;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21341370;21341460;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21321310;21321700;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21321281;21321309;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22985902;22999999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22985901;22985901;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22795871;22985900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22795000;22795870;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22793491;22794999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22793490;22793490;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22785901;22789999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22785900;22785900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22775301;22775806;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22775110;22775300;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22775807;22775899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22711371;22713000;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22711000;22711370;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;23545971;23547009;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;23545970;23545970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;23535817;23539999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;23535000;23535816;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21645971;21650000;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21640401;21645000;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21640001;21640400;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21635481;21640000;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21635001;21635480;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21630361;21635000;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21630000;21630360;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21620972;21624999;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21620000;21620971;3;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21540831;21540899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21540830;21540830;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21531711;21531999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21531710;21531710;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21531151;21531709;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21531140;21531150;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21530901;21530999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21530900;21530900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21511001;21511009;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21511000;21511000;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21070081;21072099;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21070061;21070080;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21020974;21021519;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21020900;21020973;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21020131;21020310;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21020122;21020130;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21012011;21012019;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21012000;21012010;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21221000;21221249;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21042972;21043010;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21042111;21042199;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22080000;22080041;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22071121;22079999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22071000;22071120;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22070901;22070999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22070000;22070900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22061901;22069999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22061000;22061900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22060971;22060999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22060000;22060970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22051975;22059999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22051000;22051974;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22050904;22050999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22050000;22050903;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22041903;22049999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22041000;22041902;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22040971;22040999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22040000;22040970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22031902;22039999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22031000;22031901;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22030901;22030999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22030000;22030900;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22021051;22024969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22021000;22021050;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22020971;22020999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22020000;22020970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22250900;22250970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22730000;22730074;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22250211;22250899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22610902;22659999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22220081;22220899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22220000;22220080;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22271000;22271110;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22610900;22610901;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22270081;22270899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22450222;22450290;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22261972;22269999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22261970;22261971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22261171;22261969;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22261000;22261170;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22260241;22260971;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21310900;21310999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22260000;22260240;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21350971;21350999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;21350900;21350970;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22221151;22221899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22221070;22221150;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22231231;22231899;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22231070;22231230;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22221900;22230089;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22471341;22471999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22460321;22460999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22452251;22459999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22450291;22450999;2;12,51
jadlog rodoviario;SE;RJ;RIO DE JANEIRO;Capital;22430221;22431000;2;12,51
